open_us,write_us,read_us,close_us
530,24,8,38
456,18,9,28
459,23,13,37
458,22,9,38
461,16,7,26
423,24,9,24
466,26,10,56
537,12,8,22
546,27,10,38
558,22,9,34
466,22,9,34
447,15,7,24
448,11,7,21
464,23,9,52
396,20,6,24
399,11,5,21
469,24,10,57
438,23,10,34
454,25,9,40
553,16,7,28
558,23,10,34
465,17,7,27
487,27,9,37
451,12,6,23
574,11,5,20
424,11,5,20
457,24,10,34
565,23,9,43
440,22,9,37
456,21,9,37
556,23,9,34
482,22,9,34
546,22,9,46
531,37,9,33
459,25,9,35
484,23,9,41
571,21,9,39
446,18,13,28
448,29,9,46
550,21,10,42
524,21,9,32
526,22,9,33
474,14,7,25
467,30,9,38
570,13,5,23
469,12,5,22
458,26,10,38
536,22,9,38
684,17,8,33
612,23,10,41
516,16,7,26
588,23,9,36
469,22,8,61
524,22,10,40
435,21,8,50
404,30,9,45
439,21,8,37
459,22,9,35
555,26,9,34
462,22,9,33
456,21,8,37
417,24,8,34
425,21,9,34
421,22,9,34
418,25,8,34
457,22,8,33
459,22,9,35
467,22,13,33
462,22,9,34
463,22,8,57
464,21,9,41
451,26,9,50
444,44,9,50
452,16,7,49
465,23,9,48
441,23,12,45
414,22,8,52
399,25,9,32
491,22,10,33
458,17,8,30
460,24,9,44
456,22,9,33
488,23,10,34
480,22,9,34
442,22,9,33
421,23,9,42
420,21,14,35
470,24,8,42
460,22,9,42
442,22,9,32
481,15,7,29
454,14,6,38
416,26,9,34
458,23,9,48
474,21,8,33
500,23,10,34
468,22,9,43
461,21,12,36
482,22,9,34
471,22,9,40
451,23,9,34
457,22,9,34
491,27,10,34
467,22,9,42
461,21,9,34
475,29,10,34
532,28,8,93
365,24,12,29
423,14,7,26
473,23,9,46
458,21,9,34
476,39,10,33
481,28,9,43
445,22,9,34
441,23,9,34
441,26,11,35
480,23,10,35
489,25,11,33
482,22,8,34
482,28,10,42
470,21,8,37
507,22,9,34
480,21,8,40
443,22,8,38
461,22,9,36
463,21,9,48
480,22,8,33
501,21,9,32
548,31,9,45
473,24,9,42
452,26,9,57
447,22,9,39
451,24,8,46
453,22,9,40
469,23,9,46
498,17,14,49
440,26,9,33
448,24,9,45
475,21,9,37
470,20,8,36
456,20,8,49
439,20,8,53
469,17,7,39
479,20,9,42
484,22,9,35
470,20,8,41
473,22,9,36
439,23,9,38
459,22,9,39
448,22,9,35
449,36,9,52
463,24,9,41
477,23,9,40
461,21,8,36
453,25,9,36
425,25,9,36
479,22,9,35
447,22,9,35
457,22,8,36
448,21,8,50
478,18,7,52
463,27,10,40
437,23,9,34
439,29,11,36
478,28,9,41
423,22,8,60
511,21,9,51
461,23,8,46
439,21,8,50
437,22,8,57
471,23,9,44
474,23,10,39
455,22,8,36
466,22,9,50
431,25,9,32
513,21,9,32
490,22,9,50
479,24,9,46
457,23,9,43
463,22,9,37
508,22,9,37
448,21,9,36
483,22,10,52
442,23,9,42
438,25,9,38
468,28,9,36
421,23,8,36
420,22,8,35
464,22,13,42
463,36,8,35
486,26,8,36
446,21,9,54
493,23,9,45
477,23,9,43
464,21,9,38
510,17,8,36
482,20,14,27
455,22,15,34
501,31,8,60
455,22,9,52
469,23,9,45
501,23,9,34
477,22,9,40
460,23,9,38
466,21,9,36
460,21,8,43
453,21,8,37
458,22,9,36
436,24,14,65
431,23,10,34
500,27,11,35
477,23,9,42
463,22,9,57
482,22,9,35
468,22,10,51
453,21,9,52
473,23,9,46
418,23,9,34
485,25,9,42
463,22,8,39
464,22,8,37
456,21,9,55
379,58,8,27
425,29,10,37
487,14,6,82
443,24,15,33
489,22,10,32
559,20,9,30
443,39,10,46
420,19,9,57
391,20,6,27
423,22,9,34
429,24,11,34
403,22,9,62
385,18,8,29
411,21,7,45
485,21,10,30
441,19,9,39
459,23,10,68
386,21,9,43
471,19,8,30
431,20,7,39
416,22,11,32
406,18,8,33
392,21,9,30
403,16,7,26
387,28,10,33
431,25,12,52
412,25,12,78
458,21,8,31
454,19,9,30
471,24,10,37
445,20,8,28
420,32,8,36
490,25,10,33
471,22,8,33
472,23,9,35
465,21,9,52
441,23,8,36
417,21,7,29
440,29,9,34
485,15,8,29
440,14,6,26
494,23,9,46
450,22,12,46
452,20,9,33
463,23,9,35
460,33,8,29
462,23,9,52
431,27,9,35
529,31,13,37
537,25,11,38
516,25,11,35
479,26,11,36
469,50,12,36
439,22,9,32
391,25,9,37
467,19,7,32
460,25,10,39
493,16,7,29
572,23,11,34
489,28,11,47
463,23,9,36
552,17,8,30
527,13,7,24
473,27,11,46
456,69,9,57
419,24,9,49
397,39,8,31
418,22,8,36
509,21,9,35
481,16,8,31
450,19,7,33
440,13,6,22
490,10,5,21
501,10,4,21
469,29,9,44
483,13,5,24
436,25,9,35
491,16,7,41
426,20,8,32
471,23,8,34
450,29,10,35
410,26,11,44
319,20,11,41
406,15,9,28
510,44,10,52
455,22,9,35
473,16,8,28
494,24,9,36
537,22,8,36
554,15,7,25
480,35,10,46
436,22,9,38
476,23,10,35
455,23,9,35
497,22,8,38
503,16,8,29
450,22,9,50
448,21,8,35
454,16,7,40
448,18,7,29
544,34,9,34
503,17,7,28
505,11,5,22
457,10,4,36
425,13,8,25
510,23,9,34
471,23,9,35
434,23,14,37
442,19,8,36
458,23,9,34
501,23,9,35
498,16,8,30
500,19,8,28
478,27,9,37
491,24,10,37
549,15,7,25
478,20,8,32
429,14,6,28
396,31,6,23
470,23,9,33
459,18,7,59
447,21,9,33
549,15,7,25
496,42,9,37
481,25,10,37
476,21,9,33
522,23,9,34
469,15,8,27
460,20,9,52
441,19,8,30
575,16,7,26
502,11,5,22
472,30,14,49
421,25,9,35
402,15,7,24
460,22,8,42
433,22,8,33
520,13,7,25
482,21,8,32
449,21,7,28
482,25,9,75
369,19,8,30
445,28,9,48
492,28,7,28
532,19,8,29
476,18,6,28
488,27,9,38
533,16,7,25
478,25,6,27
448,12,5,24
465,25,9,44
465,16,7,24
479,23,10,36
518,14,31,23
502,29,10,43
464,21,9,33
489,23,9,38
472,22,9,34
467,21,9,38
544,18,7,28
490,23,8,34
401,14,8,25
429,45,9,36
499,16,8,41
480,23,9,34
477,15,6,24
493,22,9,31
445,15,6,25
451,29,8,34
508,18,7,77
418,16,8,38
398,25,10,55
390,23,9,45
576,31,12,40
491,23,9,35
489,24,10,37
457,17,7,28
519,23,9,36
474,23,8,35
505,23,8,28
452,37,10,33
534,15,6,40
504,13,5,23
452,12,5,35
427,14,5,34
467,11,5,21
479,28,10,45
467,23,9,48
471,23,9,41
542,16,7,42
460,22,9,32
536,27,11,37
466,19,7,30
507,17,7,52
445,15,7,25
457,12,5,23
534,25,9,35
469,40,10,51
415,22,9,40
470,24,9,46
508,22,10,34
492,37,9,32
461,25,10,34
430,22,11,32
500,16,7,28
515,19,8,30
463,29,9,51
502,24,8,36
524,28,10,33
485,26,9,65
439,21,7,31
436,14,6,26
416,28,9,53
468,25,9,31
459,26,9,46
415,22,8,34
554,24,10,34
526,15,7,30
490,27,10,47
451,22,8,48
419,23,12,62
516,17,7,27
431,23,7,33
565,14,7,24
480,28,11,43
476,22,9,49
451,18,9,32
530,16,6,26
458,25,8,38
507,13,5,29
551,15,7,27
444,33,9,36
577,23,11,47
468,22,9,29
504,24,9,36
457,24,9,51
422,30,10,35
564,18,8,28
491,23,9,44
492,15,6,25
496,28,5,23
484,25,11,48
462,18,8,31
532,15,6,24
431,19,7,26
453,24,9,37
525,14,7,23
496,11,5,21
495,10,4,20
475,10,5,20
446,17,7,26
427,24,15,43
457,22,9,36
521,15,6,24
425,21,8,38
510,24,9,34
463,23,10,35
506,22,10,33
487,25,11,39
468,14,6,41
500,27,10,36
412,31,10,40
433,22,9,32
415,22,11,32
486,24,8,36
475,27,7,45
425,23,9,31
415,31,10,102
347,20,9,30
496,25,11,41
562,19,7,29
494,27,9,52
455,22,8,49
446,22,8,35
500,24,11,35
451,15,7,29
470,18,9,28
528,12,6,23
460,11,4,22
407,29,7,23
420,11,6,22
457,33,11,51
459,22,9,35
460,19,8,34
515,22,10,35
460,17,7,24
528,11,4,21
502,10,4,23
485,11,4,20
516,23,10,51
422,29,10,44
409,22,9,35
475,15,6,25
419,33,10,45
402,48,8,27
439,22,10,41
440,24,10,42
527,24,8,27
447,34,10,68
448,16,6,32
515,21,9,32
424,35,9,55
490,16,8,27
464,40,10,38
474,18,7,37
474,16,7,27
454,25,10,36
479,16,7,28
473,22,9,51
516,17,8,27
425,26,10,37
487,16,7,60
441,14,8,25
530,11,5,21
452,14,15,38
462,28,10,37
528,12,6,21
502,27,10,37
482,37,9,43
476,22,9,41
450,22,9,39
437,21,8,34
545,22,9,34
470,22,9,43
456,24,9,34
488,24,10,47
406,19,8,27
460,27,9,39
498,18,8,35
486,22,9,36
489,16,7,29
432,45,7,24
486,17,6,29
484,25,9,38
474,14,5,27
551,15,6,25
456,28,10,38
428,15,7,39
475,23,9,43
453,22,9,39
418,23,9,38
423,16,7,24
443,29,10,37
528,13,5,23
454,26,10,39
460,14,7,30
444,18,8,29
485,23,9,35
473,24,9,36
487,35,7,29
472,13,7,27
490,22,9,36
471,15,6,23
468,27,10,42
437,14,6,24
442,23,10,52
461,17,7,27
481,40,10,46
458,21,9,40
449,21,9,39
449,22,9,39
444,21,8,39
440,22,9,38
449,28,11,39
448,22,9,39
444,22,8,39
444,21,9,39
415,14,6,25
459,27,10,42
436,21,8,40
458,22,9,39
450,22,8,38
439,28,8,41
484,18,9,34
479,23,9,42
407,23,9,26
467,31,9,52
408,14,6,22
494,23,10,41
444,22,8,40
436,21,9,47
431,14,6,28
430,28,9,41
413,21,8,23
492,11,5,21
455,23,10,33
484,25,9,36
464,17,7,27
442,23,10,34
472,24,10,35
472,22,9,35
473,23,9,33
408,21,9,51
389,27,8,46
403,17,8,31
451,23,9,35
480,33,8,30
419,25,9,45
452,25,9,35
481,24,9,36
462,21,8,41
473,21,7,27
499,23,9,34
491,22,9,35
473,21,8,34
494,21,8,33
465,27,11,34
484,21,9,39
463,27,11,35
523,14,7,38
442,20,14,44
417,24,9,53
425,29,9,34
429,17,7,27
491,24,9,34
441,23,9,48
431,22,10,33
416,19,10,30
477,22,9,34
457,13,6,26
406,37,7,27
440,24,9,34
418,44,6,25
425,24,9,33
459,15,6,24
490,22,9,47
471,21,8,34
478,23,9,35
482,21,8,40
464,16,6,25
472,21,8,49
442,22,9,34
487,24,9,34
480,22,9,49
440,20,8,41
481,32,8,27
474,27,9,47
427,21,14,41
463,16,11,25
493,23,10,35
479,23,10,42
453,21,8,42
447,28,9,35
471,29,9,36
474,23,9,34
482,19,9,27
483,19,8,42
415,20,9,33
469,25,10,51
439,21,9,45
399,23,8,34
505,23,10,34
444,24,9,42
467,71,9,34
471,14,7,40
434,20,8,28
501,22,9,48
453,21,8,44
442,21,9,34
480,17,7,25
440,13,6,22
438,24,9,34
414,16,7,25
437,23,8,34
445,15,6,25
478,23,13,45
445,22,8,35
480,23,10,35
474,21,8,33
416,25,9,34
460,21,9,33
451,20,8,27
444,25,10,34
475,15,6,54
447,36,9,43
483,17,9,36
463,24,9,34
460,19,8,42
522,17,7,28
511,21,9,31
485,22,10,34
515,27,9,49
515,22,9,48
440,21,9,44
440,21,9,36
463,22,8,37
456,23,8,39
440,27,9,45
457,23,9,40
447,22,9,58
420,16,8,52
393,22,9,41
435,25,9,34
488,23,9,54
458,22,9,33
485,22,9,41
479,19,8,27
486,22,8,45
452,26,8,38
481,24,10,35
470,23,9,34
442,24,9,35
447,26,9,34
505,23,9,33
462,24,8,41
569,8652,12,53
522,21,8,32
434,16,6,26
430,25,9,46
449,21,8,35
484,30,11,34
455,28,10,35
463,22,8,33
419,39,9,52
444,25,10,34
488,18,8,28
475,23,9,43
454,21,9,32
414,22,7,28
465,22,9,44
455,21,9,47
446,21,9,46
446,22,9,34
487,23,9,33
452,26,9,42
486,22,9,34
485,23,9,47
457,22,9,34
461,17,7,28
456,26,10,34
472,15,7,28
453,17,7,26
447,16,7,37
416,26,10,34
479,24,9,36
452,22,8,34
484,22,9,33
481,21,8,33
488,23,10,34
460,20,8,33
484,21,9,33
473,23,10,34
470,23,9,34
471,22,9,33
472,22,8,47
450,27,9,34
492,16,7,26
463,49,9,34
437,19,8,30
456,22,9,33
482,24,10,33
470,54,12,50
444,46,9,34
466,23,10,43
427,18,9,30
422,24,9,36
488,22,9,33
475,24,10,36
496,22,9,34
481,23,9,33
414,28,9,34
440,18,8,26
489,21,8,38
492,16,7,24
464,21,9,48
449,27,9,35
445,25,10,35
463,21,9,51
386,25,11,41
460,23,9,34
463,22,9,35
479,22,9,47
441,21,9,49
407,27,9,35
463,30,9,34
439,22,8,35
415,17,8,27
489,22,8,40
478,19,8,34
451,22,7,24
485,23,9,43
454,22,9,34
429,25,9,36
476,22,9,43
455,22,9,50
440,22,9,43
444,21,10,34
438,25,10,35
470,23,9,52
469,26,10,35
472,25,10,35
473,76,10,34
492,25,9,34
423,22,9,33
475,21,8,32
458,20,8,76
411,18,7,33
481,23,8,35
418,25,9,33
427,19,8,26
438,27,10,39
484,15,7,24
475,23,8,35
468,16,7,24
481,21,8,42
472,20,9,34
441,15,6,23
525,29,9,35
477,20,8,29
443,25,10,41
480,24,9,49
438,22,9,34
490,18,7,27
486,21,8,33
490,15,8,24
420,12,6,23
412,25,9,51
447,21,9,56
431,20,8,34
491,23,10,35
446,23,9,34
486,18,12,27
458,25,9,34
489,24,10,35
470,28,9,51
404,25,10,37
494,23,10,33
459,21,8,34
487,22,9,33
446,21,9,34
439,40,9,35
426,25,9,35
441,34,10,33
472,23,10,42
452,21,8,34
462,18,7,28
455,25,9,35
451,22,9,33
496,23,9,35
407,26,11,42
458,22,9,33
454,22,9,34
536,22,9,36
466,20,8,33
469,22,9,33
463,24,9,33
426,24,9,35
486,23,10,33
532,23,9,35
466,22,9,58
400,23,9,33
472,18,7,29
458,14,7,23
460,23,9,35
402,16,7,24
492,23,9,33
472,23,10,34
464,22,9,51
445,21,9,47
449,23,10,33
457,22,9,33
467,27,9,34
480,14,6,27
452,16,7,26
495,23,9,34
472,24,10,35
467,22,9,35
518,17,7,25
464,23,10,34
443,37,10,35
428,23,10,34
472,22,9,34
415,50,8,30
429,29,9,44
459,25,9,34
482,23,10,35
453,22,9,33
465,18,8,28
424,26,6,24
453,23,9,35
488,29,10,36
485,21,8,34
465,19,7,28
415,23,9,32
472,23,10,34
476,29,10,35
482,16,7,26
478,22,9,39
467,22,9,46
473,22,9,34
481,16,7,25
436,21,9,42
468,23,9,35
456,22,9,33
474,23,10,34
461,21,9,34
490,22,9,36
477,18,7,26
552,15,8,25
426,25,9,35
480,41,44,32
485,22,9,34
480,25,9,34
487,23,9,35
490,22,9,34
457,22,9,34
439,25,10,46
457,23,14,38
470,30,7,27
469,21,9,34
468,16,7,24
459,21,9,33
472,28,10,36
471,21,10,33
474,23,10,34
475,22,9,33
483,21,14,35
481,21,9,33
473,26,11,34
482,22,9,35
505,21,9,32
479,21,9,48
470,22,9,34
475,23,9,34
432,25,10,50
388,21,8,33
476,14,20,74
642,25,9,48
422,43,10,36
440,52,9,31
491,23,9,36
479,23,10,35
478,21,9,32
475,22,9,34
466,26,10,33
475,18,7,29
418,25,9,35
461,23,10,34
468,21,8,71
423,18,7,28
489,23,9,34
476,23,11,34
474,21,8,35
486,18,7,27
395,30,5,23
485,23,9,35
409,15,7,24
418,30,7,27
434,30,10,33
461,18,8,28
407,15,10,24
483,23,10,34
403,17,8,25
481,23,10,44
467,22,9,34
448,17,9,29
401,20,9,28
495,22,8,34
417,28,10,36
459,17,8,42
498,21,10,33
473,23,9,39
424,25,8,38
397,22,8,35
466,28,9,35
412,16,8,27
422,23,9,60
485,15,8,27
425,25,9,52
414,22,9,39
449,22,8,35
453,27,9,36
453,22,9,35
433,22,8,36
451,26,11,34
425,22,8,34
447,27,9,35
458,42,9,35
504,23,9,34
427,25,9,50
434,21,8,55
430,21,8,35
497,23,10,33
467,23,9,34
481,21,9,34
427,22,14,50
405,40,9,35
468,21,9,42
431,22,15,34
468,20,8,29
421,26,12,34
478,26,10,33
464,21,8,33
489,25,10,35
455,23,9,34
492,22,9,34
476,21,8,36
472,22,10,34
469,21,8,36
488,22,9,34
480,23,9,52
474,21,8,40
454,18,8,28
414,25,9,34
416,16,6,26
501,23,9,48
457,26,9,34
477,27,10,34
480,21,9,35
453,23,7,28
476,23,9,37
436,26,9,33
470,22,9,43
455,21,8,34
427,25,9,33
470,23,9,35
482,22,9,33
471,21,9,33
420,24,9,34
443,27,11,35
450,18,7,28
479,22,9,39
478,15,6,25
451,21,9,33
477,23,10,35
475,35,9,32
490,22,9,34
473,21,9,50
459,22,9,34
427,18,7,27
418,26,10,52
437,20,8,34
483,23,10,33
456,25,9,34
483,23,9,35
472,21,9,33
484,23,10,34
474,23,9,35
489,22,9,35
488,24,9,42
408,21,9,82
449,21,8,30
393,32,7,26
488,22,9,44
458,22,8,59
408,23,13,34
476,23,9,34
458,22,9,34
478,22,9,55
433,37,8,33
482,24,10,35
506,21,9,34
477,19,8,32
448,25,9,35
460,16,7,26
490,29,9,33
492,23,9,34
469,20,12,36
479,22,10,34
475,22,10,33
465,14,7,34
434,19,8,31
502,28,9,34
477,22,9,36
431,44,9,31
446,26,9,35
417,17,7,27
426,24,9,35
464,22,9,50
424,20,8,30
398,17,9,28
481,19,6,26
459,23,10,34
485,23,11,35
457,22,9,34
482,22,9,33
474,22,8,33
470,21,8,40
442,20,9,33
489,19,8,28
414,22,9,249
206,21,9,46
457,27,10,35
498,24,9,39
469,28,10,34
426,23,8,33
476,24,9,34
450,23,9,34
462,18,7,27
485,21,8,35
437,27,12,35
459,22,9,33
465,17,7,26
430,23,8,33
457,24,9,36
457,22,9,34
442,21,9,34
456,37,9,34
427,26,9,35
464,22,9,32
489,23,11,33
589,20,7,28
1021,22,9,32
425,41,8,60
399,22,7,44
458,21,7,34
499,25,8,36
490,23,7,50
456,21,7,33
553,22,8,33
457,21,8,56
434,22,8,34
433,25,7,33
425,29,9,36
496,22,7,33
465,21,7,33
443,20,7,29
430,24,7,35
486,23,7,34
469,21,7,33
484,23,7,34
474,21,7,33
479,17,6,41
474,24,8,46
459,23,7,36
541,23,8,33
456,26,9,35
497,22,8,34
466,26,8,32
428,23,7,34
486,22,8,34
430,23,8,30
450,22,7,45
445,22,7,34
477,23,8,41
483,21,7,33
417,19,7,28
432,22,7,33
458,15,5,26
478,23,7,44
465,21,7,43
464,22,7,34
486,43,9,34
447,22,7,34
498,22,8,32
465,33,8,33
450,31,8,33
481,23,7,35
499,21,7,34
471,22,8,33
432,25,12,36
475,21,8,33
489,27,8,33
489,22,7,34
463,19,6,26
439,26,4,46
432,23,8,50
432,28,8,33
484,16,6,39
424,21,7,31
420,29,7,36
418,21,10,47
392,21,6,33
401,19,7,42
472,20,6,30
1279,23,10,35
501,22,7,37
428,20,8,30
546,16,5,25
471,21,8,32
725,24,31,33
769,28,6,34
745,20,6,32
739,16,5,28
687,23,6,34
713,23,12,37
504,25,7,37
489,28,7,36
708,19,6,33
754,20,7,27
684,23,6,29
493,39,9,34
945,23,8,34
1357,27,10,39
756,25,7,47
456,25,8,38
523,21,8,34
702,18,7,30
565,13,4,23
746,11,4,24
571,23,6,34
721,26,6,37
525,13,4,27
792,49,7,37
632,21,6,35
703,13,4,25
576,12,4,23
811,11,3,21
505,11,3,21
745,13,4,21
538,11,4,35
727,14,3,21
565,11,3,21
768,12,3,22
569,29,7,34
849,23,6,36
840,23,13,38
777,23,7,33
466,19,6,33
751,51,8,36
870,18,6,27
601,21,7,33
569,20,7,34
575,23,8,34
545,21,7,33
559,22,8,34
549,21,8,32
556,22,7,33
552,21,8,32
541,22,8,35
511,40,8,45
447,34,8,43
475,22,7,34
559,13,5,61
404,20,7,32
513,23,8,48
461,22,8,33
500,21,6,51
565,31,10,38
475,24,8,35
554,23,8,33
596,22,8,34
643,27,10,36
589,25,10,35
522,27,11,35
569,26,11,35
579,26,10,35
462,22,9,30
409,18,8,30
506,35,7,49
446,15,5,27
466,14,5,24
468,17,6,29
492,21,7,32
542,20,11,32
538,22,8,34
543,25,8,35
479,17,5,24
560,31,7,36
560,13,5,23
508,11,5,21
540,27,8,41
467,40,4,23
502,25,12,36
465,30,8,33
528,23,7,35
571,20,7,45
517,23,8,32
509,27,8,39
570,31,6,27
496,11,4,24
558,32,9,37
516,15,7,27
466,13,5,26
547,15,5,23
515,11,5,26
516,10,4,21
545,28,8,39
477,12,4,24
556,21,7,34
541,25,8,37
460,13,4,25
488,43,8,34
465,19,6,32
516,21,7,34
544,23,7,34
522,21,7,34
517,21,7,34
493,24,7,54
457,25,8,36
539,28,8,34
579,21,7,32
512,18,7,32
485,12,4,25
510,27,10,36
569,13,5,26
517,12,5,21
525,10,4,20
465,11,4,21
522,29,13,38
486,12,4,23
464,11,4,23
510,24,8,37
438,14,6,25
513,25,8,34
560,14,5,25
538,22,7,34
533,12,5,26
503,25,5,21
521,23,7,36
520,15,6,28
452,13,6,27
467,28,8,36
501,15,9,26
525,13,4,27
524,17,5,25
534,28,8,38
524,24,7,34
511,12,7,23
465,11,4,21
455,28,6,28
511,24,8,34
508,12,5,23
547,26,8,37
464,12,4,25
557,28,8,37
404,12,7,27
532,26,7,47
484,12,5,22
502,29,8,37
573,11,4,22
564,22,8,34
548,11,4,24
551,26,8,38
458,17,6,29
561,22,8,35
442,27,10,36
474,24,7,35
514,15,5,23
457,19,7,33
487,12,5,22
585,26,8,37
499,23,7,33
521,20,7,32
528,12,5,22
493,11,4,21
499,28,8,39
577,35,7,33
440,23,11,35
544,18,6,28
488,12,5,22
540,27,8,39
576,12,4,22
550,25,7,36
512,11,4,22
475,10,4,21
485,33,7,31
507,11,5,22
558,26,8,36
549,22,7,36
505,39,4,23
523,29,8,37
408,17,6,30
502,12,4,23
536,27,8,37
531,21,7,34
466,12,4,39
460,11,4,21
555,23,7,33
410,14,6,23
520,28,7,38
512,12,5,29
445,11,4,20
527,27,8,37
549,31,8,34
463,16,11,29
481,12,5,79
509,27,9,39
491,25,7,34
493,15,6,28
508,26,8,37
571,13,5,23
512,25,8,38
514,17,6,27
484,23,8,33
547,21,7,32
511,36,7,32
527,24,8,33
453,37,8,34
513,23,8,37
470,18,6,31
520,22,7,37
564,13,5,26
523,25,8,36
446,19,6,35
521,26,8,34
447,13,5,27
520,27,7,37
526,12,5,24
535,27,7,36
499,12,4,22
553,29,8,37
515,11,4,21
534,27,25,48
441,18,6,29
445,33,12,53
524,25,8,35
474,30,8,37
492,19,7,33
538,23,7,36
480,28,8,37
459,18,6,30
453,22,6,37
536,22,7,44
452,27,10,42
420,22,7,35
477,21,7,35
536,22,6,32
467,28,8,38
449,21,7,28
454,30,9,37
483,15,6,27
451,12,5,23
489,19,7,30
494,22,7,41
474,35,8,36
483,22,7,32
525,22,8,33
434,41,10,31
503,26,7,37
522,22,8,43
408,18,6,30
512,22,7,32
469,21,7,33
479,28,8,39
425,26,9,49
447,29,8,41
543,22,7,32
411,30,7,32
495,23,7,32
477,25,8,34
532,21,8,32
527,47,8,47
409,42,7,31
440,28,8,54
446,26,8,37
405,19,7,31
409,27,8,37
565,19,7,29
454,26,8,36
473,21,6,31
482,22,7,33
486,16,6,26
485,25,8,48
986,32,7,31
882,19,6,23
508,25,8,36
546,13,5,25
486,12,4,41
472,28,8,46
471,23,7,39
424,23,8,36
482,23,7,36
478,22,7,37
422,43,7,32
532,23,8,35
517,28,8,38
572,14,5,26
426,13,5,26
520,18,7,29
529,19,7,28
530,24,8,35
493,25,8,35
487,14,5,29
506,23,7,40
467,17,6,27
486,13,5,80
464,22,8,34
479,23,8,33
454,20,7,30
496,16,6,38
474,22,7,47
419,18,6,28
497,24,8,56
422,27,8,38
438,16,5,28
550,23,8,34
505,24,8,36
493,25,7,35
529,22,8,34
483,22,8,33
461,27,8,37
481,16,5,28
477,23,7,33
499,26,8,36
528,22,7,32
492,23,8,35
547,19,5,27
442,67,7,41
506,15,5,29
532,20,7,31
490,14,6,27
486,23,7,34
520,36,7,33
482,33,7,43
467,28,7,32
495,23,7,31
458,15,6,33
505,16,6,28
506,18,6,44
437,20,7,33
526,14,5,25
502,26,7,36
510,25,7,43
411,22,7,33
529,16,6,25
457,12,5,23
443,12,6,88
432,23,7,42
462,29,8,31
543,17,7,28
484,21,8,31
462,25,8,55
445,16,6,28
466,23,7,37
524,14,6,28
492,23,8,34
467,15,6,26
524,12,5,24
511,22,7,45
441,21,8,48
454,22,12,36
427,26,8,42
455,30,7,38
445,17,6,28
472,23,8,42
460,24,9,41
444,35,7,37
411,24,7,47
390,22,7,33
556,21,7,41
467,15,5,29
532,33,7,29
522,23,8,36
501,23,8,42
460,26,8,37
527,22,8,33
433,18,6,30
466,29,6,35
498,23,11,30
475,20,7,39
447,21,8,45
479,22,7,33
444,13,6,25
451,19,6,34
533,23,8,40
523,22,7,37
453,17,6,36
477,17,6,27
481,23,8,45
468,23,8,41
464,22,7,49
455,23,8,36
469,23,8,32
450,31,8,39
458,28,8,34
462,22,7,34
458,17,7,38
440,31,9,36
470,25,9,43
533,21,8,36
476,22,8,35
484,22,8,36
544,22,8,34
540,22,7,41
447,23,8,37
539,22,7,37
545,22,8,35
448,30,8,36
501,22,8,43
535,21,8,48
517,40,8,35
488,24,7,35
571,23,8,35
446,21,8,39
560,22,8,33
555,21,7,33
497,21,7,36
533,21,12,34
534,23,8,34
454,25,8,43
454,22,8,43
541,22,7,38
447,25,8,46
554,17,7,26
668,23,7,41
408,29,6,24
554,25,7,45
540,34,8,34
532,22,8,35
552,23,8,49
527,24,8,33
537,13,5,23
464,26,8,38
537,22,8,34
468,21,7,34
542,22,8,34
526,22,7,34
468,22,7,40
543,21,8,35
488,25,7,35
439,22,8,37
548,21,7,44
535,22,8,33
486,21,7,33
563,22,8,38
453,23,12,36
436,19,6,27
447,11,5,22
446,26,8,45
538,36,8,34
469,22,8,33
619,17,7,27
463,23,8,35
565,22,8,36
462,22,8,34
470,22,8,35
435,22,8,34
451,22,8,44
538,22,7,40
442,22,8,37
539,22,8,32
557,21,8,31
549,24,6,24
466,23,12,35
398,28,9,26
415,11,4,22
403,25,8,40
449,16,5,25
463,26,8,52
428,14,10,26
448,30,8,38
446,25,8,35
447,22,8,36
418,43,5,24
470,26,8,39
451,22,12,39
393,13,5,45
524,23,7,44
412,29,7,37
446,21,7,35
410,57,6,33
824,17,5,25
463,26,9,41
397,26,9,40
478,28,8,33
503,23,8,33
463,25,8,44
394,48,7,28
466,41,9,40
391,46,6,68
419,25,8,43
402,18,10,27
461,11,4,21
419,32,8,37
404,19,7,27
395,46,7,23
467,26,8,39
394,44,4,22
463,11,4,21
449,26,8,38
465,22,8,36
399,53,5,29
442,25,8,37
383,14,4,22
452,11,4,20
469,26,8,45
563,23,8,38
461,22,7,49
435,21,7,37
454,15,5,32
382,43,4,21
462,23,8,43
457,21,7,29
454,16,11,26
476,26,8,40
390,15,24,24
418,23,8,39
441,22,7,36
446,22,8,36
422,29,5,24
444,26,8,39
421,22,7,38
469,26,8,36
453,21,7,40
447,21,7,37
444,22,8,35
396,21,7,27
451,38,12,38
399,54,5,22
466,25,8,37
447,13,5,22
418,31,8,42
421,25,7,36
435,22,8,36
448,22,8,46
433,22,8,35
442,21,7,36
406,22,5,23
414,42,4,21
489,26,8,38
398,52,7,31
412,22,6,25
414,16,6,31
444,26,8,42
456,24,7,39
447,25,8,41
439,19,7,40
398,13,5,23
442,24,8,38
394,22,6,25
442,28,8,45
403,42,7,25
442,15,5,23
455,12,4,21
379,15,6,47
448,27,8,46
469,13,5,22
465,27,8,34
465,22,8,39
449,23,8,44
436,21,7,38
396,20,10,23
416,11,4,21
446,24,8,40
