open_us,write_us,read_us,close_us
526,28,9,47
549,29,10,57
538,28,8,47
519,29,9,46
506,28,9,45
626,25,10,38
655,20,21,48
1661,42,8,36
619,20,7,34
554,28,9,52
590,29,9,50
586,27,8,46
548,27,8,63
515,27,9,74
538,28,10,43
565,28,9,54
542,26,8,50
556,28,9,49
526,27,9,50
547,27,8,59
500,27,9,50
536,29,9,46
551,27,9,44
553,27,8,55
586,22,8,34
586,30,10,43
502,32,9,47
547,28,9,44
556,27,9,53
529,27,9,51
507,20,7,31
602,30,9,53
547,46,10,47
499,19,7,30
578,28,9,53
470,31,9,49
523,28,9,95
514,27,8,47
571,28,9,45
524,20,16,42
627,49,8,34
490,30,9,49
542,28,9,49
525,27,9,47
534,27,9,48
523,27,9,48
479,31,9,47
533,28,9,47
521,27,9,79
514,27,9,46
548,32,9,44
545,27,9,60
524,27,9,42
805,38,8,43
707,48,10,42
1197,29,10,44
619,36,9,52
652,27,9,48
545,27,9,45
575,27,8,37
595,30,9,52
505,27,9,52
609,29,10,42
534,32,9,59
506,27,9,49
545,27,9,47
556,27,9,48
555,27,9,46
559,27,8,46
535,27,9,43
601,28,9,46
573,44,9,44
560,41,8,42
613,21,8,32
586,34,9,45
616,41,8,33
537,29,10,51
554,27,9,92
472,27,9,48
556,28,9,45
553,27,9,44
530,27,9,67
575,29,9,43
491,28,9,52
553,27,8,54
538,26,9,48
570,41,9,47
579,27,9,45
511,37,8,35
585,30,10,52
519,37,7,48
562,28,9,50
485,28,8,51
539,27,9,45
536,27,9,44
540,27,9,48
538,27,9,54
518,27,8,46
580,19,7,31
574,29,9,42
522,32,10,46
502,25,9,35
507,29,10,52
538,28,9,53
565,37,15,46
628,21,8,33
577,31,9,48
566,27,9,46
546,28,10,45
550,26,9,49
608,47,10,44
537,27,8,54
551,28,9,50
544,27,9,46
546,27,9,48
547,27,9,45
597,43,13,46
488,26,8,60
482,26,8,46
488,19,8,31
553,53,10,54
497,19,7,31
585,29,10,50
548,17,6,31
555,29,10,45
489,29,14,48
498,27,9,47
548,27,9,74
572,39,9,33
670,28,10,58
521,31,9,69
515,27,9,57
535,22,8,36
581,29,9,55
496,27,9,48
603,27,9,49
561,28,9,46
572,45,9,66
584,28,9,43
575,29,10,52
540,27,8,50
593,27,9,40
544,27,8,50
514,21,8,32
583,29,10,53
493,28,9,56
566,52,9,52
521,21,7,31
567,42,9,42
564,45,9,47
529,27,8,45
561,33,10,81
481,27,10,179
383,26,8,59
521,26,9,57
592,29,9,43
568,26,9,41
624,26,8,54
562,29,9,82
477,26,9,49
485,31,9,65
559,28,10,43
1565,42,9,54
498,27,9,48
555,27,9,46
492,27,9,57
574,29,10,43
1547,39,9,53
540,41,9,73
506,45,9,48
522,25,9,39
1357,39,9,56
632,27,9,75
487,28,9,47
534,27,10,47
517,46,9,64
548,29,10,51
500,32,9,46
1579,36,10,43
549,27,8,91
555,20,8,33
569,29,9,47
552,28,9,44
639,18,7,31
583,28,9,47
1536,37,9,49
510,27,9,46
661,23,7,29
539,47,10,47
555,27,9,45
536,27,9,43
1594,35,13,134
1322,44,9,47
540,26,9,45
1515,38,9,45
547,27,8,46
655,21,7,32
559,80,9,47
1666,38,9,44
519,26,8,44
583,24,8,85
471,28,9,46
514,27,9,44
1579,39,9,47
533,27,8,43
561,37,10,43
545,28,9,42
1568,41,9,58
485,27,9,47
513,44,10,101
1263,67,9,230
1107,23,9,40
1301,41,9,49
558,27,9,63
608,28,10,42
1521,37,9,52
571,26,9,48
1526,48,9,52
1596,54,10,43
566,28,10,53
491,27,8,49
524,23,8,36
541,28,9,53
525,29,9,51
485,20,7,32
641,27,9,41
541,29,9,57
502,50,9,56
534,27,9,49
484,26,9,62
555,28,10,48
546,26,9,45
546,27,9,45
543,28,9,44
571,27,9,44
555,26,9,45
529,26,9,43
527,27,14,44
570,27,9,43
522,25,8,45
544,28,9,44
573,27,9,44
575,30,9,46
561,28,10,43
585,42,9,45
536,26,9,43
503,27,9,59
595,41,10,35
505,28,9,47
596,26,9,43
494,22,8,34
577,29,10,46
521,27,9,50
503,27,8,59
518,27,9,48
524,28,9,46
578,27,9,56
493,26,8,46
528,27,9,49
520,26,9,95
495,21,8,31
570,27,9,41
506,26,9,53
577,28,9,45
554,28,9,44
546,27,9,50
480,45,9,50
559,28,9,48
538,27,9,44
527,26,9,48
537,27,9,46
547,19,7,30
583,29,10,43
542,33,9,47
522,27,9,44
558,27,9,42
548,33,9,36
541,29,9,53
536,38,8,32
571,29,10,50
569,28,9,46
553,27,9,46
562,28,9,47
524,28,18,31
579,29,10,52
495,28,9,61
512,27,9,55
510,26,8,47
544,28,9,53
504,34,10,31
559,28,10,48
498,27,9,48
541,28,9,48
537,27,9,46
560,27,9,45
581,43,8,44
521,19,6,30
677,45,8,34
525,33,9,82
486,21,9,35
557,29,10,56
610,26,13,52
538,27,9,48
541,27,8,48
539,27,9,45
504,45,9,43
585,42,9,48
520,40,9,44
518,34,10,37
572,29,9,48
568,28,9,44
580,45,10,47
569,28,9,48
549,28,9,45
503,22,8,34
542,34,10,49
538,28,9,45
556,27,8,44
552,28,8,47
550,28,9,44
543,27,8,58
592,29,9,49
523,30,15,172
445,29,9,52
549,18,6,47
546,71,11,53
572,55,8,56
615,22,8,37
551,29,10,48
574,28,9,46
517,28,9,45
569,28,9,47
542,27,9,56
530,28,9,43
563,29,10,52
584,28,9,48
538,27,9,49
489,26,8,51
551,53,9,54
499,26,9,57
518,26,9,50
491,20,8,32
565,29,9,44
538,27,8,44
543,45,9,44
535,28,9,53
512,26,8,47
530,27,8,47
536,28,9,43
522,26,8,48
587,29,10,47
541,28,9,56
533,27,9,50
543,27,9,47
609,26,8,48
502,27,9,45
519,38,9,37
534,27,8,51
551,43,9,47
626,21,8,34
569,26,8,47
604,28,9,44
538,28,9,45
574,28,9,62
480,26,9,46
547,28,9,46
503,32,9,45
549,28,9,65
571,29,10,42
529,28,9,57
533,27,9,47
536,26,8,49
519,27,9,53
502,20,8,31
573,29,9,49
529,32,9,48
527,28,9,83
451,40,9,39
698,43,8,38
492,36,7,32
640,22,7,34
671,42,8,36
541,29,9,50
552,45,9,51
538,27,8,48
537,31,9,48
553,32,10,47
600,29,9,45
549,26,9,48
536,27,9,47
531,27,8,46
582,21,7,33
558,29,9,49
516,32,7,30
661,37,8,32
1516,41,9,47
503,26,9,71
555,29,10,43
524,44,9,59
836,69,27,40
564,29,9,59
536,28,10,47
1633,35,9,60
558,27,10,45
1522,38,9,45
528,28,10,44
536,26,8,55
495,28,9,47
672,23,8,37
627,45,10,48
544,27,9,45
630,19,7,32
594,29,10,47
546,28,9,66
615,29,10,44
1531,41,10,50
539,30,8,47
535,28,9,80
491,31,9,54
477,26,9,78
471,27,9,48
572,40,9,44
722,57,9,44
713,37,9,44
629,26,9,42
562,27,9,45
552,27,9,44
580,27,8,45
528,26,8,45
518,27,9,45
533,27,9,45
1571,38,9,44
550,29,9,45
544,26,9,57
577,28,10,45
535,27,9,54
564,27,9,50
537,28,9,45
537,27,8,44
533,27,9,42
535,27,8,43
686,63,10,81
655,27,9,50
660,21,8,33
546,29,10,48
552,28,9,46
550,28,9,52
1571,70,14,101
821,27,9,42
492,28,9,52
567,48,9,50
494,26,8,60
514,26,8,55
568,28,10,42
1551,46,9,51
555,20,7,82
514,27,9,49
592,48,9,47
542,27,9,45
657,41,9,49
524,22,7,69
496,47,10,45
526,24,8,33
611,30,9,47
497,27,8,69
590,29,10,89
1409,37,10,49
510,23,8,53
512,28,9,53
526,27,9,47
738,45,8,42
520,28,9,47
547,20,7,80
483,18,8,51
518,29,10,74
478,27,9,50
550,28,9,47
542,32,9,45
551,28,10,48
577,44,9,44
545,27,9,61
523,26,8,44
562,28,9,43
570,27,9,42
576,47,8,42
547,27,8,58
1471,40,9,56
584,22,8,36
576,29,10,47
1583,33,10,44
542,32,9,46
547,28,9,45
536,27,9,46
554,28,9,44
497,21,8,50
537,28,9,46
545,28,9,44
515,28,9,44
512,19,6,58
489,23,14,52
515,53,7,66
519,30,10,44
591,19,8,31
532,29,10,46
576,46,9,53
498,26,8,43
553,27,9,42
1638,83,9,50
556,27,9,47
542,28,9,45
559,27,9,56
600,28,9,42
528,29,9,56
544,28,9,49
1645,37,9,59
486,27,9,45
545,27,10,66
615,40,10,43
572,28,9,55
546,27,9,65
522,26,8,48
561,26,9,45
492,26,9,45
532,22,7,45
605,27,9,46
494,26,9,75
556,27,10,40
1495,45,9,47
513,23,9,37
494,28,16,34
1244,69,10,56
623,27,9,43
1480,39,10,53
541,27,9,48
505,27,9,57
498,27,9,46
568,19,8,33
483,29,9,65
530,29,10,53
1597,55,9,47
510,28,9,71
581,27,9,40
507,26,9,51
585,44,9,48
499,27,9,55
517,27,9,57
599,28,10,41
568,29,9,52
509,27,9,47
552,29,9,51
477,28,9,49
553,27,8,48
543,27,9,46
545,28,9,45
556,27,10,44
1583,35,9,48
562,28,9,46
557,27,9,54
467,31,9,73
548,29,9,43
531,27,9,54
499,26,8,57
573,26,13,41
509,29,9,51
571,27,9,54
506,26,9,56
531,28,9,50
551,28,9,46
555,27,9,45
542,28,9,42
554,27,9,42
1635,48,13,91
781,28,9,48
552,26,8,45
544,27,9,44
541,27,10,47
484,26,8,55
576,28,9,44
1569,55,9,40
629,25,8,52
603,21,8,36
607,28,9,52
500,27,8,50
485,37,8,64
560,47,8,35
541,33,9,49
531,28,9,46
592,48,9,46
510,27,8,46
561,28,9,46
507,27,8,58
592,28,10,43
546,28,9,49
465,26,8,46
844,40,9,36
546,28,9,49
652,48,10,50
515,31,9,64
537,26,9,47
545,28,9,45
501,28,9,76
512,27,9,56
557,28,9,43
1443,73,9,34
564,30,9,55
480,27,9,51
580,29,9,43
524,28,9,55
495,27,9,118
419,34,9,42
544,32,8,53
532,27,8,48
538,28,9,49
540,27,9,44
488,21,8,31
557,29,9,41
562,27,9,49
988,105,10,149
442,21,8,34
513,454,11,80
525,28,9,56
518,27,9,73
562,29,9,44
558,28,9,53
520,27,9,51
552,28,10,43
494,28,9,61
508,26,9,51
577,44,9,52
534,29,9,83
527,27,9,49
543,27,9,46
534,26,8,45
530,26,9,67
577,33,10,43
1526,37,9,55
516,31,9,62
524,26,9,45
536,26,8,43
518,31,10,37
590,36,9,37
530,29,10,48
591,22,7,54
560,29,10,47
537,28,9,61
519,27,8,52
480,27,9,69
523,27,10,43
517,28,9,56
527,28,9,54
488,27,9,50
521,27,9,48
548,28,9,52
506,27,8,53
539,28,9,43
1526,78,8,31
525,57,7,29
588,30,10,54
505,38,8,46
532,27,9,60
493,28,9,50
605,43,9,33
543,52,10,40
548,27,8,40
507,26,8,38
530,27,10,38
610,28,10,60
525,27,10,50
546,27,9,47
529,27,9,45
541,26,9,45
507,27,9,89
511,27,8,49
537,26,9,46
568,28,9,45
548,28,9,64
470,32,9,45
525,27,9,66
525,29,9,51
524,28,9,56
519,28,9,85
522,29,9,47
532,27,8,52
493,31,9,46
497,28,9,49
622,30,10,43
555,28,9,51
577,28,9,47
544,26,9,35
531,18,6,29
503,34,9,63
504,18,8,29
505,20,7,30
489,28,7,29
678,85,20,38
557,38,7,30
562,30,10,43
552,28,9,54
522,28,9,48
476,21,7,33
525,33,14,53
511,27,9,48
537,26,8,47
552,29,10,43
523,41,7,30
562,30,9,54
544,28,9,48
547,28,9,58
496,20,12,38
565,29,10,50
586,28,9,46
556,27,9,44
549,27,9,52
481,28,9,43
638,23,7,54
546,27,12,82
495,28,9,60
535,26,8,51
529,27,9,47
533,28,9,45
554,27,9,46
524,26,9,48
538,28,9,44
532,27,9,64
547,28,9,43
551,28,9,51
552,27,9,54
514,27,9,47
527,28,9,45
528,27,9,44
551,31,9,43
550,27,9,44
532,42,9,48
488,26,8,43
496,82,10,39
590,29,9,52
533,28,9,53
551,20,8,52
561,30,10,44
1163,43,9,55
537,29,9,51
498,27,8,33
554,29,9,53
518,27,9,47
495,21,7,32
502,30,9,49
554,28,9,46
551,27,9,43
536,27,9,111
540,29,9,43
550,29,9,51
490,42,7,31
571,31,9,66
474,29,9,81
482,27,9,54
535,29,10,52
536,27,9,48
486,26,13,44
534,26,8,50
592,29,9,44
575,29,10,58
488,27,10,49
539,27,9,46
530,28,10,45
565,28,9,45
501,27,8,52
609,29,10,43
540,28,9,54
601,28,9,48
506,26,9,51
523,26,8,50
556,28,9,53
521,27,10,47
525,46,9,45
570,27,9,43
553,27,9,47
666,29,10,42
509,27,9,53
521,28,9,47
515,32,9,57
599,29,10,43
575,30,9,65
546,28,9,52
544,27,8,47
507,28,9,47
565,29,9,46
517,27,9,55
599,29,10,44
486,27,9,51
551,28,9,54
532,26,8,50
496,26,8,52
521,27,8,70
478,29,8,49
554,27,9,48
542,27,9,46
556,29,9,52
534,28,8,46
527,27,8,43
524,22,8,33
569,29,10,52
524,29,20,35
636,18,7,30
487,21,8,29
505,18,6,30
603,29,9,69
535,28,9,54
522,27,9,56
523,28,10,59
533,28,9,48
534,27,8,47
552,28,9,46
513,44,9,54
535,28,9,51
496,27,9,46
556,26,9,45
543,27,9,46
548,27,9,47
549,26,9,54
522,28,9,49
492,27,9,49
512,32,8,48
523,29,10,46
554,28,9,47
500,27,8,46
512,29,9,45
509,29,9,47
584,47,10,35
527,28,9,60
558,31,11,52
542,27,9,49
528,27,9,81
507,28,10,51
563,27,8,47
539,28,9,49
551,27,9,47
545,26,8,47
503,26,9,50
493,27,9,50
535,27,8,51
489,27,9,55
551,29,10,45
513,29,10,52
511,26,9,47
532,26,8,50
608,29,9,53
557,28,10,43
573,27,9,54
526,27,9,50
510,28,8,49
549,26,9,53
496,46,9,48
538,40,10,42
539,29,10,58
511,28,9,51
530,28,9,48
563,28,8,46
506,27,9,46
501,27,10,46
560,28,9,67
596,29,10,43
546,27,8,56
565,28,9,51
540,27,9,47
524,27,8,51
536,26,9,67
587,28,9,41
517,27,9,51
537,26,9,51
528,28,9,51
524,26,9,64
528,27,9,47
548,26,8,46
514,31,9,46
518,26,9,52
594,28,9,43
606,33,10,47
622,58,10,46
772,22,8,35
609,29,10,43
601,28,9,42
598,26,9,41
585,26,9,41
580,28,9,42
595,26,9,42
582,26,9,41
613,33,9,50
538,28,9,47
550,27,9,45
537,28,9,46
551,46,9,45
561,27,9,155
457,42,9,48
533,27,9,45
546,26,8,44
539,26,8,45
558,26,8,46
546,27,9,42
527,27,9,42
531,27,9,43
546,27,9,43
524,27,10,74
535,28,10,48
537,27,8,45
528,27,8,72
524,47,9,34
573,29,9,60
534,27,9,49
569,28,9,54
533,27,8,70
459,27,9,55
530,27,8,51
538,28,9,47
555,27,9,46
537,29,9,46
513,27,8,45
536,29,9,56
527,30,9,48
535,32,8,53
517,28,9,45
530,27,9,47
538,27,8,52
511,21,8,33
563,31,9,45
541,32,9,43
527,20,6,31
583,25,8,34
492,30,10,52
554,29,9,53
515,45,10,48
537,28,9,45
557,27,8,47
544,26,8,45
559,28,9,45
501,27,8,45
533,27,8,57
535,28,9,49
535,27,8,45
541,31,9,52
516,27,8,45
525,26,9,48
495,27,9,48
533,37,9,53
564,27,9,45
523,38,8,33
592,30,10,54
502,27,8,45
536,28,8,47
513,28,9,63
513,27,9,50
504,19,7,30
548,28,9,46
868,26,8,35
567,20,8,33
594,29,9,50
547,27,9,46
545,27,9,47
553,27,8,45
541,27,9,44
580,26,8,44
546,21,7,31
573,29,9,53
520,29,15,29
582,30,10,49
511,28,9,46
530,27,8,54
502,28,9,49
543,27,9,53
492,45,8,49
522,28,9,51
518,26,8,46
493,26,9,70
519,26,9,47
524,25,8,50
541,28,9,46
536,27,9,43
487,27,9,43
532,44,11,38
482,32,21,34
498,30,10,43
599,26,9,60
560,26,8,53
525,28,9,55
610,30,10,44
568,27,9,54
508,27,9,50
536,26,8,52
520,28,9,68
555,42,9,51
514,26,8,55
600,27,9,40
509,28,10,50
517,41,15,33
583,29,9,53
525,20,7,30
569,28,9,54
486,28,9,47
545,27,9,46
524,27,9,56
587,35,9,43
527,21,6,28
569,29,9,44
906,39,9,43
598,28,10,47
600,26,9,58
527,26,9,72
564,34,10,43
557,46,10,54
539,28,9,48
508,28,8,48
585,27,9,45
548,26,8,46
542,27,8,45
536,28,9,67
551,27,9,41
561,28,9,52
492,26,9,47
539,28,9,45
544,27,9,44
487,25,8,50
583,34,11,52
593,27,9,50
534,26,9,44
551,26,9,66
474,27,8,50
533,33,9,60
505,24,9,50
520,28,10,48
519,28,9,48
523,29,9,56
546,27,9,47
553,27,8,46
504,26,9,45
539,27,9,45
552,27,9,88
468,36,9,56
493,35,18,32
571,30,9,49
539,28,9,45
531,27,8,55
519,27,9,47
523,40,8,31
643,28,9,48
491,19,6,34
675,37,6,29
559,30,9,55
481,45,9,54
579,28,9,82
491,17,6,28
558,32,8,40
518,28,10,49
521,17,7,28
591,50,10,40
648,25,9,35
489,22,8,36
501,23,8,36
771,39,8,36
641,20,8,32
534,29,10,44
554,33,9,53
528,27,9,52
522,27,8,52
482,27,9,48
551,28,9,91
465,31,9,47
552,26,9,66
492,28,8,48
545,28,8,47
583,43,9,45
553,28,9,56
532,28,9,47
535,27,9,46
554,26,9,47
496,22,8,32
565,34,10,46
508,28,9,46
621,29,9,43
517,38,10,54
536,27,9,58
476,28,9,49
493,34,8,53
504,26,9,54
543,26,8,52
533,27,13,47
576,44,9,48
486,45,9,47
516,33,10,31
516,28,9,50
541,27,9,51
490,20,7,30
647,43,10,52
485,18,7,29
557,30,9,49
553,38,9,48
542,28,9,44
631,29,10,43
510,28,9,44
491,27,9,45
501,28,9,55
516,27,8,47
547,29,9,50
505,19,7,30
553,19,5,26
511,24,8,38
563,29,10,65
482,28,9,73
486,29,9,50
570,44,9,50
555,29,10,49
533,28,9,55
483,27,8,54
499,28,9,47
589,27,9,45
542,27,8,47
541,28,9,44
563,28,9,44
1587,47,13,99
702,28,9,48
556,27,9,54
536,27,8,47
581,45,10,45
595,27,9,46
532,27,8,49
515,27,8,46
536,45,9,44
547,28,9,42
525,26,9,37
481,22,9,32
514,29,10,54
649,28,10,54
534,28,9,47
561,27,9,44
1636,40,9,45
533,27,8,71
533,29,14,46
523,29,9,53
553,27,9,54
500,27,9,46
556,28,9,67
525,42,13,82
539,27,9,55
497,28,9,51
498,27,9,69
553,29,9,59
557,31,9,53
519,27,8,47
575,26,9,48
525,27,9,43
581,23,7,42
582,28,9,42
620,44,11,63
543,27,9,53
538,29,9,45
567,29,10,48
535,28,9,46
566,27,9,46
549,27,9,50
486,28,8,48
565,28,9,52
501,27,9,46
582,20,7,69
501,28,9,46
478,27,9,54
540,46,10,43
575,27,9,52
495,25,8,69
497,27,9,40
519,28,10,49
1573,36,9,56
527,25,8,51
548,27,9,51
506,27,9,45
536,27,9,43
661,40,8,75
509,27,9,71
575,28,9,42
1498,41,9,50
554,28,9,96
475,28,9,57
479,27,9,46
540,20,8,32
529,32,9,45
552,27,9,69
572,29,10,42
1514,52,10,55
509,27,9,45
539,27,9,45
537,32,9,44
547,29,9,45
529,27,10,48
550,28,9,45
494,26,9,34
562,30,9,49
522,27,9,46
539,27,9,44
487,25,8,56
522,28,9,48
519,28,9,50
531,27,8,45
527,27,9,43
569,27,9,44
545,27,9,57
544,47,9,43
516,28,14,53
488,28,8,49
490,28,16,44
546,27,9,50
608,29,10,43
525,27,9,52
535,28,9,47
546,27,9,46
531,27,9,59
530,28,9,45
505,27,8,32
558,28,9,41
509,27,9,50
499,27,9,50
509,60,10,45
494,21,7,31
543,33,10,48
518,27,9,45
553,28,9,69
486,32,9,42
620,21,7,48
560,25,9,40
598,28,9,42
597,27,9,41
602,27,10,42
576,27,10,41
573,25,9,41
599,28,10,42
602,26,9,55
679,28,9,38
567,29,9,50
541,27,9,61
497,27,9,49
545,26,8,52
492,26,9,46
543,28,9,45
534,28,9,45
516,30,9,43
545,46,9,44
485,39,10,43
604,27,8,45
500,20,19,32
556,40,9,35
503,30,9,75
483,28,9,51
596,26,8,35
571,29,10,48
524,30,9,46
535,29,9,45
556,27,9,45
565,28,9,50
509,26,9,55
556,26,9,49
530,52,7,35
550,29,10,46
532,35,9,46
526,26,9,46
570,28,10,61
536,27,10,45
550,27,9,44
516,27,8,45
576,27,9,45
497,28,9,70
513,28,9,49
525,27,9,42
522,28,9,47
513,21,8,31
523,29,16,33
521,22,18,33
544,30,10,50
535,28,10,47
550,29,10,48
506,28,9,47
548,28,10,45
536,28,9,64
536,27,9,49
549,28,9,46
517,64,8,35
527,28,9,47
546,28,10,45
557,27,9,45
541,32,9,45
481,27,9,44
598,19,7,43
579,25,8,49
524,25,8,43
553,28,10,44
558,27,9,45
514,27,9,44
558,27,9,43
552,32,9,43
546,27,9,42
526,26,9,42
503,27,9,58
532,28,9,47
536,27,9,53
489,28,9,67
511,26,8,48
525,27,9,40
531,26,8,45
498,26,9,51
543,30,9,43
526,28,9,45
545,30,10,44
558,28,9,45
537,27,9,44
503,27,9,70
535,32,9,50
504,26,9,46
556,28,10,43
541,26,9,43
542,29,9,45
569,28,9,44
554,28,9,45
497,27,9,44
515,27,9,42
522,45,10,43
575,28,9,87
499,28,9,41
539,28,9,51
487,27,8,48
568,27,9,47
544,27,9,43
539,26,9,44
539,27,9,45
560,26,9,44
560,27,9,44
561,26,9,46
495,41,9,39
555,28,9,50
496,27,9,46
527,27,9,45
553,29,10,47
524,39,9,39
550,28,9,65
463,27,14,85
561,26,9,40
599,27,9,46
503,27,9,50
530,26,8,71
523,28,9,51
542,28,9,47
485,23,9,34
552,50,10,42
517,27,9,53
528,27,9,49
480,27,9,41
527,26,9,44
618,21,56,62
543,42,8,35
565,36,7,32
530,30,9,69
497,28,10,75
535,27,9,65
499,21,18,33
543,46,9,66
531,27,9,78
504,26,9,69
522,28,9,64
515,26,9,54
568,29,10,76
482,32,10,63
527,27,9,57
498,27,9,63
523,30,8,74
511,28,9,59
525,27,9,60
490,26,9,61
505,27,9,65
552,41,9,34
556,29,10,61
516,28,9,60
524,28,9,71
512,28,9,70
520,27,9,87
499,30,9,61
526,27,9,58
683,46,9,67
530,27,9,56
501,26,8,79
501,27,8,73
511,28,9,66
551,27,9,58
503,27,9,66
527,31,9,65
486,27,9,60
543,27,9,59
512,27,9,56
543,28,9,72
528,28,9,72
504,27,9,64
465,29,13,56
490,35,9,61
526,26,8,66
1015,50,10,51
592,23,8,58
1511,56,14,62
770,25,9,39
605,28,10,42
601,28,10,42
578,26,9,40
592,25,9,58
536,26,9,51
540,28,9,47
541,28,9,47
542,27,9,45
531,27,9,49
479,27,8,57
533,28,9,57
481,27,9,67
545,32,9,49
554,31,9,48
573,24,8,38
564,29,10,76
497,28,13,44
539,28,9,45
502,33,28,48
493,26,8,47
513,29,10,46
576,27,9,44
536,26,9,45
505,31,9,44
541,29,9,46
556,27,9,45
543,26,8,45
543,33,9,45
552,27,9,45
507,27,8,45
537,28,9,45
557,27,9,44
507,27,8,73
525,27,8,49
505,28,9,47
558,45,9,48
505,26,9,44
555,28,10,44
559,28,9,46
576,27,9,37
520,31,10,51
509,44,7,34
530,30,9,69
538,25,9,438
168,28,8,42
760,23,8,38
554,29,10,177
387,27,9,79
526,27,9,56
532,27,9,51
535,27,9,48
566,28,9,47
560,27,10,46
498,32,9,57
543,27,9,69
499,27,9,46
545,26,9,45
547,28,9,45
512,27,8,45
568,27,9,45
511,31,9,45
544,26,9,46
548,26,9,87
500,29,10,47
543,28,9,47
527,27,9,43
521,27,8,43
563,29,10,42
707,26,8,59
702,69,10,40
552,29,10,53
669,25,9,39
557,28,10,48
561,28,9,47
499,45,9,45
510,26,9,62
544,29,10,43
604,28,9,48
550,27,9,45
551,27,9,46
542,29,10,46
544,27,9,45
554,27,9,46
534,41,8,39
529,28,10,46
508,35,13,34
539,29,10,48
520,28,9,44
580,27,9,45
540,27,9,42
497,21,8,33
571,29,10,45
536,30,15,35
500,28,9,69
560,27,8,32
569,29,10,47
555,28,9,50
538,26,9,45
511,27,9,46
536,26,9,42
555,28,9,44
537,26,8,45
553,28,10,46
588,28,10,43
532,31,9,44
497,31,10,73
509,29,10,48
540,27,9,45
553,27,9,46
529,27,9,44
569,28,9,45
545,27,9,44
555,28,9,44
563,45,9,42
498,41,8,36
516,29,9,47
556,28,9,43
618,43,9,34
903,36,9,60
598,27,9,51
542,27,9,47
537,28,10,45
549,27,10,44
536,27,10,43
528,27,10,42
579,28,9,49
568,32,9,45
503,27,9,46
530,27,9,53
483,26,9,45
529,31,8,44
562,27,9,45
593,27,9,62
533,27,9,46
483,26,9,55
525,26,9,46
586,31,9,33
551,28,10,47
535,28,10,43
537,29,9,43
514,39,9,35
531,29,9,65
540,27,8,55
666,26,9,62
488,26,8,52
545,28,9,48
540,27,9,46
531,28,9,51
498,28,10,46
547,27,9,45
489,32,9,46
544,27,8,44
554,47,10,45
575,32,9,47
503,26,8,76
507,27,9,48
535,26,8,45
480,32,9,45
564,27,9,50
541,26,13,65
530,27,9,52
474,26,8,49
531,28,9,48
537,33,9,43
496,21,9,31
617,40,10,42
543,28,9,48
537,28,9,78
520,26,9,39
502,29,10,77
467,42,12,36
500,41,7,47
549,29,11,56
555,46,7,34
503,17,5,29
542,29,10,46
521,28,9,44
538,28,10,42
521,28,9,43
538,27,9,46
480,18,8,28
477,16,7,32
594,16,6,28
559,25,8,37
546,30,9,47
487,28,9,42
512,53,9,54
674,26,9,78
530,27,9,57
536,28,9,49
550,27,9,46
545,45,9,46
509,26,8,45
531,26,9,49
515,26,9,45
548,26,9,46
543,26,9,43
529,30,8,44
502,27,9,46
561,27,9,48
467,27,8,67
535,28,9,67
526,27,9,63
521,73,9,70
481,26,8,117
461,31,9,62
487,27,9,60
547,50,10,48
504,23,9,31
554,30,10,43
533,28,9,74
522,28,9,54
532,28,10,75
547,28,9,50
547,27,9,46
562,27,9,46
515,46,8,36
525,29,9,47
525,28,9,46
555,28,9,46
555,28,10,44
503,26,9,44
541,27,9,43
514,28,10,46
547,28,9,45
539,28,9,44
542,28,9,45
554,28,9,44
548,27,8,45
554,28,9,45
560,45,10,45
550,26,9,42
496,28,9,69
567,27,9,49
487,20,7,32
616,42,10,74
497,28,9,45
537,27,9,46
495,27,9,44
561,32,10,42
571,28,10,47
477,43,8,31
553,27,9,45
546,27,9,46
574,28,10,45
540,27,9,43
498,31,8,44
535,27,9,43
532,27,9,44
555,27,9,60
528,28,9,45
503,27,8,77
543,27,9,49
535,26,8,46
537,27,9,45
552,28,9,44
566,27,9,43
544,32,9,44
489,21,9,30
673,28,10,42
598,29,10,219
323,19,9,35
522,18,17,34
493,29,10,52
539,28,9,48
552,27,9,47
537,26,9,45
558,28,10,44
550,27,9,44
501,45,9,45
537,27,9,45
583,28,10,44
564,26,9,46
497,26,9,77
532,26,9,49
564,28,10,46
495,27,9,45
532,28,9,45
563,26,9,45
575,26,9,44
540,26,9,44
493,26,9,44
544,32,10,42
523,27,9,41
486,26,8,42
515,28,9,42
546,47,9,41
519,33,9,69
525,34,12,72
523,30,9,49
511,28,9,45
578,27,9,70
463,29,9,46
513,31,8,41
549,28,9,45
514,27,10,44
542,27,9,45
493,28,9,46
560,27,9,45
525,33,9,45
546,26,8,46
544,27,9,44
512,27,9,66
527,27,9,50
505,23,8,31
554,33,9,46
530,26,9,44
565,26,9,72
474,53,9,34
543,29,10,47
482,22,15,30
531,28,10,43
522,28,10,44
515,29,10,42
589,26,9,36
497,20,8,32
519,28,9,72
494,18,7,30
553,28,9,82
510,28,9,51
483,29,10,47
529,27,9,45
536,28,9,47
569,29,9,45
504,27,9,45
488,25,8,46
521,29,9,41
567,27,9,61
490,26,8,45
567,27,9,45
542,28,9,43
577,27,9,44
548,27,9,46
492,31,9,49
523,26,8,42
553,28,9,44
502,19,8,31
686,42,10,57
521,28,9,52
504,27,9,46
