variant,samples,mean_ns,min_ns,max_ns,stddev_ns,ci95_ns
os_unfair_lock,100000,15.9,0,334,20.3,0.1
os_unfair_lock,100000,16.0,0,8584,33.9,0.2
os_unfair_lock,100000,16.3,0,16084,68.6,0.4
os_unfair_lock,100000,15.9,0,208,20.3,0.1
os_unfair_lock,100000,18.0,0,57750,242.9,1.5
os_unfair_lock,100000,16.2,0,23583,79.4,0.5
os_unfair_lock,100000,16.8,0,9417,77.4,0.5
os_unfair_lock,100000,16.0,0,7500,31.3,0.2
os_unfair_lock,100000,16.4,0,22916,89.7,0.6
os_unfair_lock,100000,15.9,0,791,20.5,0.1
os_unfair_lock,100000,16.9,0,23833,125.7,0.8
os_unfair_lock,100000,16.7,0,10667,81.2,0.5
os_unfair_lock,100000,17.7,0,55916,224.0,1.4
os_unfair_lock,100000,16.7,0,17500,101.5,0.6
atomic_flag,1000000,13.9,0,32125,72.6,0.1
atomic_flag,1000000,13.8,0,42000,52.0,0.1
atomic_flag,1000000,13.7,0,17375,33.0,0.1
atomic_flag,1000000,13.8,0,21709,41.4,0.1
atomic_flag,1000000,13.9,0,33250,59.8,0.1
atomic_flag,1000000,13.8,0,21958,39.9,0.1
atomic_flag,1000000,28.7,0,11569791,11607.1,22.7
atomic_flag,1000000,20.7,0,852209,1247.7,2.4
atomic_flag,1000000,15.7,0,16541,47.0,0.1
atomic_flag,1000000,16.1,0,57625,124.5,0.2
atomic_flag,1000000,15.5,0,24291,45.9,0.1
atomic_flag,1000000,13.9,0,57584,81.7,0.2
atomic_flag,1000000,13.7,0,22958,37.1,0.1
atomic_flag,1000000,13.7,0,12542,32.3,0.1
atomic_flag,1000000,13.8,0,15041,43.7,0.1
atomic_flag,1000000,13.9,0,25958,49.8,0.1
atomic_flag,1000000,14.0,0,55041,101.2,0.2
atomic_flag,1000000,14.0,0,65959,90.9,0.2
atomic_flag,1000000,13.9,0,25250,60.8,0.1
atomic_flag,1000000,13.8,0,32250,52.0,0.1
atomic_flag,1000000,13.9,0,32875,67.2,0.1
atomic_flag,1000000,13.8,0,16750,37.8,0.1
atomic_flag,1000000,14.0,0,52708,101.5,0.2
atomic_flag,1000000,13.8,0,30625,53.7,0.1
atomic_flag,1000000,14.1,0,140000,170.4,0.3
atomic_flag,1000000,13.8,0,57333,68.0,0.1
atomic_flag,1000000,13.8,0,38375,59.2,0.1
atomic_flag,1000000,13.8,0,35833,48.3,0.1
atomic_flag,1000000,13.9,0,45541,64.0,0.1
atomic_flag,1000000,13.9,0,15500,51.2,0.1
atomic_flag,1000000,14.0,0,41500,68.2,0.1
atomic_flag,1000000,13.8,0,15667,46.0,0.1
atomic_flag,1000000,13.9,0,42542,58.3,0.1
atomic_flag,1000000,13.8,0,15417,32.3,0.1
atomic_flag,1000000,14.0,0,100833,112.9,0.2
atomic_flag,1000000,13.8,0,30125,43.5,0.1
atomic_flag,1000000,13.8,0,23917,39.6,0.1
atomic_flag,1000000,13.9,0,39583,57.7,0.1
atomic_flag,1000000,14.0,0,42375,80.5,0.2
atomic_flag,1000000,13.9,0,22709,50.4,0.1
atomic_flag,1000000,13.8,0,41000,50.9,0.1
atomic_flag,1000000,13.9,0,21166,38.7,0.1
atomic_flag,1000000,13.8,0,50333,59.0,0.1
atomic_flag,1000000,13.9,0,26042,55.4,0.1
atomic_flag,1000000,14.0,0,59083,78.4,0.2
atomic_flag,1000000,14.1,0,47292,93.7,0.2
atomic_flag,1000000,13.9,0,60500,73.3,0.1
atomic_flag,1000000,13.9,0,42708,73.4,0.1
atomic_flag,1000000,14.0,0,25000,56.2,0.1
atomic_flag,1000000,13.9,0,36458,58.3,0.1
atomic_flag,1000000,14.0,0,44125,75.4,0.1
atomic_flag,1000000,13.9,0,25292,45.6,0.1
atomic_flag,1000000,14.0,0,48541,78.0,0.2
atomic_flag,1000000,13.9,0,15458,48.9,0.1
atomic_flag,1000000,14.0,0,61458,81.3,0.2
atomic_flag,1000000,14.0,0,59459,81.5,0.2
atomic_flag,1000000,13.9,0,18500,48.6,0.1
atomic_flag,1000000,13.9,0,45291,67.8,0.1
atomic_flag,1000000,14.0,0,36250,70.4,0.1
atomic_flag,1000000,13.9,0,36291,60.9,0.1
atomic_flag,1000000,14.2,0,65917,104.4,0.2
atomic_flag,1000000,14.1,0,37500,67.3,0.1
atomic_flag,1000000,14.3,0,75750,121.9,0.2
atomic_flag,1000000,13.9,0,27375,54.3,0.1
atomic_flag,1000000,13.9,0,38958,65.0,0.1
atomic_flag,1000000,13.8,0,15625,40.1,0.1
atomic_flag,1000000,14.0,0,56583,80.8,0.2
atomic_flag,1000000,13.8,0,8500,31.2,0.1
atomic_flag,1000000,14.0,0,49833,80.2,0.2
atomic_flag,1000000,13.8,0,22375,40.4,0.1
atomic_flag,1000000,13.9,0,32041,54.3,0.1
atomic_flag,1000000,17.3,0,1579041,2090.8,4.1
atomic_flag,1000000,13.9,0,38958,69.0,0.1
atomic_flag,1000000,13.9,0,27083,58.1,0.1
atomic_flag,1000000,14.2,0,105542,141.0,0.3
atomic_flag,1000000,13.9,0,62375,75.5,0.1
atomic_flag,1000000,14.1,0,58042,103.9,0.2
atomic_flag,1000000,13.9,0,27875,49.7,0.1
atomic_flag,1000000,14.0,0,38042,68.5,0.1
atomic_flag,1000000,13.8,0,20875,38.7,0.1
atomic_flag,1000000,14.0,0,32625,63.3,0.1
atomic_flag,1000000,13.9,0,56833,75.5,0.1
atomic_flag,1000000,14.0,0,50834,73.6,0.1
atomic_flag,1000000,13.7,0,9958,31.7,0.1
atomic_flag,1000000,13.7,0,26291,42.8,0.1
atomic_flag,1000000,13.8,0,27792,47.3,0.1
atomic_flag,1000000,13.8,0,39709,58.2,0.1
atomic_flag,1000000,13.8,0,35416,64.3,0.1
atomic_flag,1000000,13.7,0,13458,32.9,0.1
atomic_flag,1000000,13.9,0,38417,63.1,0.1
atomic_flag,1000000,13.9,0,41417,69.1,0.1
atomic_flag,1000000,13.9,0,35125,65.2,0.1
atomic_flag,1000000,13.8,0,39209,63.3,0.1
atomic_flag,1000000,13.8,0,37459,48.6,0.1
atomic_flag,1000000,13.8,0,21125,55.1,0.1
atomic_flag,1000000,13.8,0,23250,44.3,0.1
atomic_flag,1000000,13.8,0,47208,67.1,0.1
atomic_flag,1000000,13.8,0,21375,39.5,0.1
atomic_flag,1000000,13.8,0,47833,54.7,0.1
atomic_flag,1000000,13.8,0,47084,65.8,0.1
os_unfair_lock,1000000,20.8,0,38125,71.1,0.1
os_unfair_lock,1000000,16.2,0,23875,62.9,0.1
os_unfair_lock,1000000,16.1,0,27125,58.9,0.1
os_unfair_lock,1000000,16.0,0,19417,44.9,0.1
os_unfair_lock,1000000,16.0,0,25833,49.6,0.1
os_unfair_lock,1000000,16.1,0,54041,71.0,0.1
os_unfair_lock,1000000,16.0,0,25166,40.0,0.1
os_unfair_lock,1000000,16.1,0,72209,83.4,0.2
os_unfair_lock,1000000,16.0,0,42791,53.3,0.1
os_unfair_lock,1000000,16.1,0,24542,55.1,0.1
os_unfair_lock,1000000,16.0,0,34042,55.0,0.1
os_unfair_lock,1000000,15.9,0,9417,27.9,0.1
os_unfair_lock,1000000,16.1,0,46000,68.3,0.1
os_unfair_lock,1000000,16.2,0,49250,76.1,0.1
os_unfair_lock,1000000,16.0,0,35375,45.7,0.1
os_unfair_lock,1000000,16.2,0,46333,99.4,0.2
os_unfair_lock,1000000,16.0,0,32167,51.4,0.1
os_unfair_lock,1000000,16.1,0,25000,55.8,0.1
os_unfair_lock,1000000,16.0,0,41875,54.0,0.1
os_unfair_lock,1000000,16.0,0,16250,38.4,0.1
os_unfair_lock,1000000,16.0,0,21416,49.8,0.1
os_unfair_lock,1000000,16.1,0,47291,76.1,0.1
os_unfair_lock,1000000,16.1,0,42916,68.0,0.1
os_unfair_lock,1000000,16.2,0,52292,92.0,0.2
os_unfair_lock,1000000,16.0,0,23917,40.9,0.1
os_unfair_lock,1000000,16.0,0,16750,39.8,0.1
os_unfair_lock,1000000,16.0,0,30708,48.1,0.1
os_unfair_lock,1000000,16.0,0,40417,57.7,0.1
os_unfair_lock,1000000,16.0,0,50875,65.2,0.1
os_unfair_lock,1000000,16.4,0,158292,170.4,0.3
os_unfair_lock,1000000,16.0,0,43958,55.6,0.1
os_unfair_lock,1000000,16.0,0,44958,60.7,0.1
os_unfair_lock,1000000,15.9,0,14375,30.9,0.1
os_unfair_lock,1000000,16.1,0,63833,80.3,0.2
os_unfair_lock,1000000,16.1,0,34000,51.0,0.1
os_unfair_lock,1000000,16.0,0,14167,33.2,0.1
os_unfair_lock,1000000,16.1,0,66208,86.1,0.2
os_unfair_lock,1000000,16.0,0,44875,55.6,0.1
os_unfair_lock,1000000,16.1,0,41709,63.4,0.1
os_unfair_lock,1000000,16.1,0,37667,65.2,0.1
os_unfair_lock,1000000,16.1,0,37709,69.5,0.1
os_unfair_lock,1000000,16.1,0,87375,95.7,0.2
os_unfair_lock,1000000,16.0,0,15875,38.8,0.1
os_unfair_lock,1000000,16.2,0,41875,80.3,0.2
os_unfair_lock,1000000,16.2,0,57083,90.6,0.2
os_unfair_lock,1000000,16.2,0,40292,71.3,0.1
os_unfair_lock,1000000,16.1,0,30458,57.7,0.1
os_unfair_lock,1000000,16.1,0,39584,71.2,0.1
os_unfair_lock,1000000,16.2,0,80125,97.0,0.2
os_unfair_lock,1000000,16.0,0,29417,44.1,0.1
os_unfair_lock,1000000,16.0,0,35834,50.9,0.1
os_unfair_lock,1000000,16.0,0,19625,39.0,0.1
os_unfair_lock,1000000,16.1,0,48459,63.3,0.1
os_unfair_lock,1000000,16.2,0,79625,102.4,0.2
os_unfair_lock,1000000,16.1,0,49084,69.3,0.1
os_unfair_lock,1000000,16.1,0,46375,63.7,0.1
os_unfair_lock,1000000,16.1,0,79084,95.0,0.2
os_unfair_lock,1000000,16.1,0,29041,51.5,0.1
os_unfair_lock,1000000,16.0,0,14709,35.3,0.1
os_unfair_lock,1000000,15.9,0,13917,31.0,0.1
